f, U_err, U_a, a, b, phi
20, 1.0, 22.0
22, 1.5, 20.0
24, 2.5, 18.0
26, 3.5, 16.5
28, 4.5, 15.0
30, 5.0, 14.0
32, 5.5, 14.0
34, 5.5, 17.5
36, 6.0, 12.0
38, 5.0, 11.0
40, 5.0, 11.0
42, 4.5, 10.5
44, 5.0, 10.0
46, 4.0, 9.0
48, 4.0, 9.0
50, 4.5, 9.5
52, 4.0, 8.0
54, 3.5, 7.5
56, 3.5, 7.5
58, 3.5, 7.5
60, 3.0, 7.0
